,open,high,low,close,volume,ma_5,ma_20,daily_return,rsi,macd,macd_signal,target,next_day_close
2001-12-04,114.3,116.72,113.38,116.64,6585900.0,114.58800000000001,114.70549999999999,-0.03920922570016483,42.48696242814876,0.657873125409651,1.5803824320735553,1,121.4
2007-09-24,116.9,117.43,115.85,116.25,5734300.0,116.638,115.9625,-0.002231568105741988,52.24267120283884,1.2716559896576172,1.7399253300157695,1,116.51
2000-12-26,89.0,89.56,84.25,84.81,6052300.0,86.298,92.8885,0.00141693234148077,27.474677542735222,-6.019886800931047,-5.000221008529525,0,84.69
2012-08-28,195.56,196.11,194.5,194.87,2539200.0,196.256,198.0885,-0.0010764814435103576,32.640222874799605,-2.506064654190908,-1.3052310827514586,1,195.08
2013-01-30,203.69,204.88,203.186,203.52,2998400.0,204.348,196.98200000000003,0.0022159846358400515,50.92436832477298,-0.6435066159872633,-1.3832412672713394,0,203.07
2016-05-31,152.56,153.81,152.27,153.74,5836645.0,151.804,148.3865,0.008065044915087638,51.72625602789298,-0.3445957112137421,-0.7794681835219626,0,152.51
2008-12-29,81.72,81.72,79.68,81.25,6062600.0,81.13799999999999,81.8425,-0.02752842609216033,36.86286706253956,-1.7802800014365943,-1.482708804615322,1,83.55
2020-12-18,125.59,126.4,124.97,125.85,7552845.0,125.282,124.24749999999999,0.01993678580111835,52.25242630677899,-0.11080237727306042,0.227574351024723,0,123.39
2013-09-05,183.35,185.0,183.07,184.15,2867600.0,183.23000000000002,185.0985,0.006119215429164715,43.61894747590549,0.5890532024460242,1.8315642286782172,0,183.03
2000-05-01,112.5,113.19,110.44,112.0,4196100.0,111.424,114.04550000000002,0.0056568196103079504,55.77290854584763,-0.317729543586708,-1.10287931540003,0,111.37
2006-01-23,81.33,81.92,80.92,81.41,6114100.0,82.664,83.041,0.006926406926407003,53.26312741680305,-0.0062439236615148275,-0.1044010148698177,0,80.85
2012-08-10,197.87,199.37,197.24,199.29,2600500.0,199.086,194.1655,0.00140696447414701,49.50948889571498,-0.5822390530196628,-1.0044368560117212,0,199.01
2024-08-06,184.7,188.9,183.64,186.8,3632517.0,188.206,186.15800000000002,0.0,24.542038064064513,-5.5503465136769705,-5.541750292743019,0,186.8
2008-07-11,121.8,123.74,120.57,122.12,8841400.0,122.21600000000001,122.50399999999999,0.004772091492512676,41.0661882533688,0.1792017473981673,1.4336940692477995,0,121.54
2003-09-15,89.7,89.96,88.39,88.49,7305400.0,88.474,85.2015,-0.0199357625429174,41.1433482966646,-0.011122499187791846,0.1155984343070261,1,90.29
2024-11-29,227.75,230.36,227.19,227.41,2640253.0,226.452,215.004,8.795461541843963e-05,46.9301074634779,0.4008311450156157,0.1211623412683648,0,227.39
2008-04-11,117.33,117.8,115.51,116.0,9556800.0,116.826,116.54200499999999,-0.010914051841746208,29.963101973481628,-1.756781196684301,-1.0319149843700437,1,117.28
2005-07-12,79.2,80.49,79.18,80.04,10945500.0,78.298,76.16499999999999,-0.017311233885819455,32.83295912921865,-0.15139151501712433,0.32361708000408035,1,81.45
2008-12-10,83.95,84.99,81.83,82.86,8187000.0,81.688,79.7045,0.028294862248696928,45.436968390883955,-1.3975155362393394,-1.526194511502575,0,80.58
2007-04-02,94.51,95.5,94.06,95.21,5883700.0,94.606,94.16999999999999,-0.009261186264308052,35.38165162463466,-1.819380485436298,-2.0589268787552477,1,96.1
2009-02-25,86.0,87.12,82.85,85.9,12646400.0,86.87800000000001,91.775,-0.034506013262897484,38.29603578204589,-2.557957165964993,-2.8322935855593783,1,88.97
2019-05-24,133.53,134.25,131.59,132.28,2596121.0,134.51799999999997,136.416,0.013950636210332545,43.57733486787287,-2.5828425190222504,-2.6054159413803326,0,130.46
2014-06-04,184.71,185.45,184.2,184.51,2376800.0,184.538,186.787,-0.007904075707065306,48.578414807834065,-0.5806036074453118,-1.2352772930745128,1,185.98
2003-12-26,92.37,93.0,92.3,92.9,1408500.0,92.898,92.00200000000001,-0.006629597946963162,43.807748043396174,-1.1298430299383995,-1.2173760724339424,1,93.52
2014-02-14,181.26,184.43,180.99,183.69,4659900.0,180.522,179.142,0.0027294066269993866,42.90270073070728,-1.543610376877382,-1.5769104294535623,0,183.19
2015-05-20,173.33,174.44,172.46,173.76,2300693.0,173.522,172.318,0.0024229837313949343,65.91936562344938,1.9571499502018241,1.6305990270908701,0,173.34
2001-07-24,104.85,106.15,103.79,104.51,7299800.0,104.86800000000001,108.40450000000001,-0.0036228429783582428,49.79917756089361,0.843207513399804,1.253709782650022,1,104.89
2009-04-03,99.73,102.66,99.71,102.22,10962900.0,98.412,94.0655,0.0064986215045292894,50.98579954137087,-0.7660673804414131,-0.9772169780363051,0,101.56
2012-11-09,189.85,191.64,188.88,189.64,3671600.0,192.022,196.445,0.0020607661822984458,47.28602003557355,-1.3417630736620936,-1.3749509958824975,0,189.25
2014-06-17,181.9,182.81,181.56,182.26,2460900.0,182.12800000000001,184.34750000000003,-0.007298474945533817,39.179635407665614,-2.1297650642196686,-2.04903741726946,1,183.6
2002-03-01,98.6,103.1,98.5,103.02,10492900.0,98.884,102.9645,-0.027195467422096442,52.84763272166565,2.8046434124239568,3.8076882754679384,1,105.9
2001-10-25,108.05,110.85,106.75,110.66,9683400.0,106.588,100.22800000000001,-0.0044980208708168545,42.0034583726236,-1.9293234808334034,-1.8229675642810705,1,111.16
2018-04-09,151.8,154.66,151.74,152.69,4413178.0,152.252,154.5675,-0.017375635497779762,56.66934638714925,3.0989406506802766,2.5662375380643505,1,155.39
2004-09-14,86.6,86.88,86.15,86.72,3953500.0,86.454,85.14399999999999,0.004052332985990503,50.571417480680616,-0.7245773912011089,-1.134210753861331,0,86.37
2007-05-01,102.06,103.17,102.05,103.17,8670100.0,101.78200000000001,97.3625,0.009293680297397744,42.64624202283187,-0.8535288266441512,-0.6118212168699853,0,102.22
2000-06-21,115.56,115.94,113.5,114.5,6487000.0,116.26000000000002,113.8595,0.02405867095966374,55.715574574338454,0.06915683714775867,-1.207542139994833,0,111.81
2006-03-14,81.51,82.99,81.47,82.88,4518000.0,81.708,80.7605,-0.005996641880546938,49.82012207432935,0.2801560909384051,0.36755041092189616,1,83.38
2020-12-28,125.1,126.6,124.46,124.82,3583222.0,124.082,124.768,0.008239095315024203,48.50380461821608,0.317739421105415,0.8256036159829575,0,123.8
2015-04-15,162.63,164.96,162.5,164.13,3498756.0,162.802,161.6545,0.0061300803040520435,40.65259662491767,-1.8751764732193408,-0.7644206086678935,0,163.13
2023-03-09,128.3,128.53,125.98,126.16,5478317.0,128.458,131.61849999999998,0.005659625348744424,48.5759203798175,-0.8096469452627844,-0.6955664652411522,0,125.45
2002-04-30,83.91,85.23,83.53,83.76,8883900.0,85.11399999999999,88.357,-0.006405693950177871,56.394510236944974,1.0452419144640288,1.2316396728911674,1,84.3
2004-08-31,84.55,84.69,83.65,84.69,3399500.0,84.758,84.47349999999999,0.005580622180004768,39.922280960557956,-0.6740301438264851,-0.665664760312546,0,84.22
2005-11-16,85.45,86.58,85.39,86.54,6694100.0,84.994,83.246,-0.004028081482333912,49.19336300083825,0.8599602888283613,1.2517271201230136,1,86.89
2008-06-27,121.02,122.05,118.26,120.05,11660400.0,122.53599999999999,124.881,0.012823757698472882,42.35381840864028,-1.5868404321623188,-0.8440379325253093,0,118.53
2005-10-21,83.08,84.0,82.91,83.33,6020700.0,83.348,81.199,-0.0016772493111297804,46.039150602920614,-0.770896524814205,-0.8712209133847609,1,83.47
2001-11-21,114.95,115.25,113.05,114.34,4184700.0,114.806,112.59049999999999,-0.0087559601213697,42.609757078720115,-1.2384067761422557,-0.5556105474811162,1,115.35
2005-07-05,74.38,74.97,74.16,74.79,5181800.0,74.73800000000001,75.32000000000001,-0.013454689354966298,19.576436603816944,-1.5664319101267523,-0.6149744010724721,1,75.81
2008-10-14,96.42,99.0,92.0,93.6,15114200.0,90.62199999999999,106.6055,0.060142711518858194,59.28784438794699,1.9894444317890958,1.5625503286123112,0,88.29
2021-10-05,144.75,145.0,142.64,143.15,6976648.0,141.738,137.87550000000002,0.005549311604383211,70.94754761246712,5.030370631051142,4.834696320279363,0,142.36
2018-11-12,123.5,123.57,120.65,120.9,5379113.0,123.15599999999999,124.8655,0.0004965243296921606,51.319148351175436,0.07747617435830989,-0.048034645587077054,0,120.84
2022-11-03,136.42,136.48,133.97,134.47,4442443.0,137.26,128.032,-0.018180490654205683,29.216537703028408,-2.1849168612480696,-0.8617472141275041,1,136.96
2002-10-14,61.54,63.8,61.54,63.42,7925300.0,59.408,61.407000000000004,-0.07389018691588789,28.73030856128844,-3.542120655838829,-2.381125627164453,1,68.48
2019-07-12,141.92,142.92,141.66,142.74,2786276.0,140.87,139.0815,-0.004046888082612221,46.147934245278826,1.4320082262004235,2.476206906600924,1,143.32
2003-12-29,93.1,93.73,93.03,93.52,4033900.0,92.974,92.15100000000001,0.009608118320198589,46.180519603160256,-1.199576249854502,-1.239259333057828,0,92.63
2020-07-09,118.0,118.0,115.2,115.71,4760875.0,118.178,120.02849999999998,-0.02230671736375156,28.261275627402824,-1.506665872253592,-0.37844048489839444,1,118.35
2005-01-25,91.98,92.59,91.95,92.19,5070700.0,92.49199999999999,95.4045,0.002610114192495905,46.8048868690415,0.2900246237201287,0.7004098230613499,0,91.95
2009-09-15,118.78,119.45,118.16,119.35,6536000.0,118.14200000000001,118.1405,-0.02027581677885404,40.535537270903276,-0.6405941642642432,-0.7758154454144836,1,121.82
2006-05-03,82.54,83.29,82.45,82.7,5721100.0,82.714,82.432,0.003275506490355351,63.491381251422794,1.1196065712351384,1.1230304644333053,0,82.43
2017-11-10,150.65,150.89,149.14,149.16,4304369.0,150.64399999999998,153.63375000000002,0.00512129380053894,38.397318103507985,-1.9438704184088351,-1.727303949326068,0,148.4
2013-07-25,196.3,197.83,195.66,197.22,3014300.0,195.288,193.89749999999998,-0.000658728147960419,73.59333398073989,2.9763128175396787,2.235690329516314,1,197.35
2018-12-06,119.72,123.91,119.301,123.91,6938049.0,123.314,121.45700000000002,0.03829395005865588,59.101794535226595,-0.4024901032669419,-1.9353506349166882,0,119.34
2019-02-15,137.58,138.19,137.39,138.03,3844062.0,136.41400000000002,133.66299999999998,-0.004830569574621357,46.21154508241149,-0.32170037968614906,-0.39441826426560767,1,138.7
2020-03-17,100.61,107.4,97.1,106.65,8887501.0,106.89200000000001,128.74050000000003,0.029937228392081128,46.10725187149664,-4.724598292062808,-4.4181673828020385,0,103.55
2005-02-03,93.87,93.94,93.06,93.54,3928700.0,93.602,93.786,-0.01026346418368429,57.46419888079972,1.020855530605516,1.2075993700542096,1,94.51
2000-05-03,110.5,111.12,106.56,108.12,5543800.0,110.72200000000001,112.8605,0.004645976584278122,48.95176164299643,-1.0657657995378997,-1.4542443544240744,0,107.62
2005-04-15,79.49,79.66,76.33,76.7,27906300.0,83.372,88.272,0.000652315720808927,55.25604591453074,-0.0759207755881448,-0.21446614500030708,0,76.65
2022-06-09,140.15,141.04,137.93,137.96,3592551.0,141.126,136.5275,0.012996548938982277,52.728611987795276,0.18633298362971118,0.7428816454135906,0,136.19
2009-11-04,121.46,122.5,121.16,121.29,6353300.0,121.298,122.93999999999998,-0.010281517747857905,28.137582846953777,-1.2875886667275438,-0.7039549450235278,1,122.55
2016-11-21,160.69,163.0,160.3697,162.77,4637097.0,160.184,155.91000000000003,0.0006147415011987789,42.793083492648414,-1.558178248107481,-1.7795194767084057,0,162.67
2011-07-12,174.93,175.37,173.89,174.05,5036800.0,175.94400000000002,169.554,-0.0015488756310233498,45.968557701091356,1.0980335073054732,2.368907317548814,1,174.32
2023-01-31,135.5,135.65,133.76,134.73,7206448.0,135.926,141.2205,-0.0026648900732846315,56.088426970947594,1.797160224560514,1.9890791964356713,1,135.09
2001-03-29,94.46,97.07,94.26,95.04,10553700.0,95.572,96.898,-0.011852776044915747,37.11656419827963,-5.124153140384905,-4.7871942730065715,1,96.18
2021-12-28,131.6,133.22,131.59,132.63,3447079.0,130.72,124.26850000000002,-0.00539932508436447,46.892943457405394,0.5768917132495517,0.948318739369025,1,133.35
2010-05-11,125.21,128.42,125.15,126.89,6498900.0,125.328,128.8135,-0.04363883026831483,47.88478942963883,0.801691870467522,0.2851664803924796,1,132.68
2006-01-04,82.2,82.5,81.33,81.95,9832800.0,82.33000000000001,84.0865,-0.006666666666666599,47.70802606239717,0.587682084382493,0.6149892383088312,1,82.5
2007-03-06,92.4,93.89,92.26,93.8,9184200.0,92.34400000000001,96.925,-0.0014903129657227732,42.59190534407886,-1.047690915432554,-1.2405135462863022,1,93.94
2021-10-14,141.04,143.92,141.01,143.39,4217305.0,142.054,139.526,-0.008436484337182915,79.1810167515593,5.39952522238147,3.362483402386098,1,144.61
2010-01-08,129.07,130.9199,129.05,130.85,4197200.0,130.73999999999998,130.097,0.010580784677170163,58.138666404028086,1.4210082832942703,1.0340971186274153,0,129.48
2007-08-24,111.45,113.25,110.81,113.24,7058700.0,110.59,111.78150000000001,-0.0017630465444288257,41.40377568681334,-0.5139845778950161,0.012132587015979412,1,113.44
2005-11-14,84.25,85.0,84.11,84.36,3915300.0,83.77799999999999,83.025,-0.013679410733076103,36.964058625307,0.35402749080705576,0.9731359942558501,1,85.53
2018-01-29,167.45,168.39,166.01,166.8,3423903.0,166.246,163.34949999999998,0.019435276861019535,66.92340303750072,2.188851254022808,0.6930112191462217,0,163.62
2002-10-17,72.8,73.0,71.23,72.2,21344600.0,66.584,61.38099999999999,-0.027609427609427528,34.54855099059503,-2.074575616917315,-1.6388936257220112,1,74.25
2002-12-16,79.6,81.79,79.05,81.62,8483500.0,80.806,82.9785,0.0163117918067488,53.058362949711125,-0.40202613174352564,-0.3050156398588792,0,80.31
2001-01-17,95.37,97.75,94.31,96.69,9727000.0,94.076,90.00250000000001,-0.10728464592373743,33.59687989552023,-0.5363975618155195,1.2362259873262345,1,108.31
2017-07-05,155.77,155.89,153.63,153.67,3558639.0,154.506,154.231,0.008598057232869438,69.43025568936372,2.483846215615472,2.284878911930509,0,152.36
2025-02-04,260.0,265.25,258.1233,264.46,6077652.0,253.558,230.40649999999997,0.004405620964679002,61.864022425959824,2.794525030664687,3.2294299658963475,0,263.3
2001-02-15,116.8,118.64,116.38,116.78,8098700.0,114.506,113.1055,0.015478260869565164,66.35667037335645,3.6586630452241025,2.1184975487129583,0,115.0
2024-02-29,186.15,186.8495,184.69,185.03,6458487.0,185.01000000000002,184.715,-0.016843783209351648,41.30332659171514,1.351182656004454,2.7774632493504314,1,188.2
2014-03-12,186.01,187.45,185.89,186.22,4833000.0,186.93800000000002,184.6335,0.012615551930396984,44.512251139616644,-2.032023470370916,-1.2914200555349562,0,183.9
2019-07-05,140.87,141.49,139.91,141.38,2135085.0,140.184,137.5955,0.0057622536814398995,45.09448820345981,-0.2803382494166726,0.8761126869492545,0,140.57
2019-11-20,134.06,134.46,132.75,133.2,4138165.0,134.08599999999998,135.471,-0.004781829049611552,44.40432057672291,-0.471302161064159,-0.6883843939211438,1,133.84
2017-12-01,154.4,155.02,152.91,154.76,5567852.0,153.346,151.004,-0.010865396906557745,46.58797939863837,-0.8868596239085207,-1.2840452988729463,1,156.46
2022-09-29,121.85,122.62,120.57,121.63,3817723.0,122.17,126.151,0.023735375810116865,40.23893818930888,-4.082744113873844,-4.716625252451856,0,118.81
2017-02-10,177.37,178.8701,176.76,178.68,2930710.0,177.276,174.098,-0.003791257805530801,51.25348410436334,1.4951680652518462,2.1131619766086818,1,179.36
2020-08-13,125.96,126.39,124.77,125.03,3171258.0,126.10999999999999,125.672,-0.001915861738644442,54.636137223841224,0.7207627613991008,0.734815534491104,1,125.27
2017-07-31,144.38,144.93,144.17,144.67,4333680.0,145.11599999999999,150.179,-0.004335856847901054,55.75655179753813,0.18435504182332352,-0.3489491236651426,1,145.3
2021-04-09,134.87,135.74,134.71,135.73,3023916.0,135.186,132.325,0.008470168660375865,41.66685076298212,-2.9666146027889795,-2.3795598909889755,0,134.59
2007-07-18,110.25,111.88,110.04,111.08,10154100.0,109.878,107.44300000000001,-0.04125668910754354,42.65069810923396,0.3692809769573415,0.35194182786701433,1,115.86
2000-03-10,107.62,109.0,105.0,105.25,7093200.0,105.112,108.799,-0.022657628377750982,37.537347385988,-2.0806716815279884,-0.38187277924406776,1,107.69
2023-11-01,145.0,146.51,144.45,145.4,4750081.0,143.79,140.783,-0.010951635943132976,23.919045909094578,-3.6988718703088637,-3.616599950072658,1,147.01
2002-09-30,59.55,59.89,57.99,58.31,13020100.0,60.69,68.46450000000002,-0.046754945234592116,34.36076824154975,-5.102302974682559,-5.085184979080339,1,61.17
2001-07-31,105.9,107.0,105.15,105.21,5603000.0,105.33,106.2615,-0.0172800298897815,52.61650962798049,1.5713991153769626,1.613689296410273,1,107.06
2003-12-19,93.23,93.25,92.67,93.14,7090500.0,93.072,91.316,-0.0026769461398437056,45.99321325546104,-0.8530638771858179,-1.0660663127479513,1,93.39
2009-10-05,118.9,120.18,118.13,119.75,5673300.0,119.018,119.70599999999999,-0.013185002060156492,38.63042932920744,-0.5875211879939854,-0.35508753605441246,1,121.35
2019-11-25,134.47,136.0,134.35,135.97,2590146.0,134.374,135.40449999999998,0.006514175734695371,55.85332502188771,-0.49506264336451977,-0.9155113683286266,0,135.09
2010-04-15,130.53,131.14,130.1902,130.89,6425300.0,129.658,128.8495,0.0019903544361936643,55.37047757908172,0.8909193117648329,0.7113961883901728,0,130.63
2002-11-05,81.75,82.01,80.47,81.68,10466700.0,80.438,72.3305,0.0017169487368162706,51.693172712711956,-0.669567802561815,-0.5529445827884877,0,81.54
2024-02-23,184.9,186.455,184.57,185.72,3433800.0,184.142,185.05300000000003,0.008635203388910107,43.687174208315916,-0.46835029657822247,1.1130203616610277,0,184.13
2008-08-25,124.48,124.93,122.7,122.86,5827400.0,123.17,126.29749999999999,0.0029387755102041613,63.68634375254555,4.5902876815610085,4.82438086083669,0,122.5
2011-04-08,164.35,164.38,163.16,164.05,3324100.0,164.142,160.8405,0.0006099420555047974,38.19153081762565,-1.41805590927612,-0.9068243017133049,0,163.95
2024-08-29,199.3,201.12,198.27,198.9,2989594.0,198.034,193.2355,-0.015979814970563444,27.91391357165253,-5.709083226600683,-4.698118246175807,1,202.13
2023-04-21,126.0,126.7,125.27,125.73,6725426.0,126.80199999999999,129.015,0.002631578947368318,47.68542886534497,-0.8168392543009588,-1.4281181476074556,0,125.4
2009-03-31,94.96,98.66,94.85,96.89,14553700.0,96.458,92.172,-0.0073762934125601864,38.130315789957024,-1.1639889789144178,-0.9777783690870137,1,97.61
2005-10-27,82.53,82.93,82.25,82.31,3705800.0,83.07199999999999,82.0375,0.010930975190371006,38.91939394784401,-1.1772661769437462,-0.8397434052675373,0,81.42
2004-09-23,84.04,84.27,83.24,83.88,4801200.0,85.07,85.34899999999999,-0.006514272178135827,29.50908043950747,-1.5792596431650736,-1.5491223556206881,1,84.43
2005-08-30,81.0,81.0,79.98,80.54,5674200.0,80.936,82.1295,-0.0009923096005953758,50.41023666910201,-0.12971182455115127,-0.2759249815579367,1,80.62
2004-04-08,94.0,94.39,92.55,93.12,3868000.0,93.65599999999999,92.6095,-0.006614038830808466,63.39648483278876,1.3994212080506259,1.1592274200480936,1,93.74
2015-02-20,163.64,164.34,162.09,163.65,3352781.0,162.21800000000002,157.654,0.0045423853661532565,55.00523579900265,0.36080444169590464,-0.3848420338301275,0,162.91
2014-04-29,193.59,195.94,193.41,195.11,4626300.0,191.966,193.664,-0.006922176413701742,67.08229660234414,2.3083831802341876,1.652594464147713,1,196.47
2013-02-20,200.62,201.72,198.86,199.31,3715400.0,200.07,202.214,0.004941259516966667,37.47303885375514,-2.9134010894832727,-1.8315528802091825,0,198.33
2011-02-07,164.08,164.99,164.02,164.82,4928100.0,163.842,157.204,-0.007407407407407529,55.78863699117574,0.8268518898543391,0.4627021689607143,1,166.05
2023-05-23,127.24,129.09,127.13,128.18,4592280.0,126.96,124.60500000000002,0.019891788669637256,37.53236308806486,-2.1993441991222085,-1.6098059512427698,0,125.68
2003-10-21,89.25,89.34,88.7,88.93,5287100.0,89.836,90.6235,0.005313135880624209,46.109400174572045,-0.5488272413037407,-0.5808761437218705,0,88.46
2009-11-12,126.61,127.65,126.11,126.26,5345400.0,125.97,122.62950000000001,-0.006061560261355514,42.215693826364266,-0.36533040298866126,-0.36106527222281437,1,127.03
2022-09-30,121.66,122.43,118.61,118.81,5346108.0,121.39000000000001,125.6085,-0.02222039338326065,33.60121934199424,-4.332890028373612,-4.875095537096359,1,121.51
2005-09-12,81.03,82.11,81.0,81.48,3692800.0,81.144,81.183,0.009040247678018698,56.4506490262103,-0.4134562754032203,-0.8595117622911921,0,80.75
2021-05-13,141.45,144.9,141.28,144.17,4598920.0,144.264,142.5145,-0.0035250207354162733,46.63573940017928,-0.337951910698024,-0.1576159409068736,1,144.68
2022-12-08,147.9,149.153,147.365,147.78,2665687.0,147.726,146.6725,0.004964297857871447,61.21224192029751,2.156002874534664,1.629345407045958,0,147.05
2024-08-07,188.08,189.87,186.7,186.8,3801942.0,187.138,186.606,-0.03016458127823063,24.542038064064513,-5.466859972457655,-5.5396012375095305,1,192.61
2022-02-04,137.86,138.82,136.215,137.15,4142045.0,136.256,133.873,-0.000655785485281335,71.80672004820178,2.657780336715348,1.177419000150648,1,137.24
2001-04-10,97.0,99.9,96.56,99.05,10499400.0,96.642,94.1,0.016627322180026605,32.33532213629978,-4.419856637283829,-2.5481958829339284,0,97.43
2009-10-16,123.15,123.7,121.25,121.64,19216900.0,126.40599999999999,122.24100000000001,-0.011539086624410833,43.26330854440184,-1.2741098294843738,-1.5246548909283932,1,123.06
2003-07-17,82.7,83.94,82.5,83.33,13515700.0,85.364,84.499,-0.004658385093167738,53.36858991646539,-0.2519183563828875,-0.7108298107100519,1,83.72
2004-01-22,97.84,98.16,97.32,97.51,4371600.0,96.33,93.2345,-0.003983656792645562,47.9287321776855,0.5647203122424003,0.9330310616222636,1,97.9
2000-02-04,118.19,118.44,114.81,115.62,5405300.0,113.69800000000001,116.727,0.013144058885383725,54.17358583867086,1.8119746725169676,1.2518302470104001,0,114.12
2014-11-28,162.75,163.37,161.44,162.17,2405512.0,161.79,162.4745,0.0038999628574964973,54.99800397558784,1.2967933091554755,0.9614709774132447,0,161.54
